25000,8,0.484947,0.560325
25000,10,0.610829,0.619533
25000,20,0.475267,0.721417
25000,25,0.731101,0.698422
25000,40,0.699947,0.720461
25000,50,0.720793,0.687815
25000,100,0.613467,0.706954
