1000,32,-1,0.0269121,0.0308176
1143714,32,-1,44.7901,40.4525
2286428,32,-1,94.3324,92.243
3429142,32,-1,143.689,139.999
4571856,32,-1,154.21,172.159
5714570,32,-1,219.285,176.801
6857284,32,-1,277.533,277.454
7999998,32,-1,313.369,344.932
